topic,category,n_miscomm,n_no_miscomm,n_total,p_value,estimate,ci_lower,ci_upper,p_adj,significant,direction
variables,actionability,2562,51105,53667,2.0738220634459554e-63,0.04773883392028621,0.011454410440378556,0.015065166667916014,8.464579850799818e-63,TRUE,above_baseline
machine-learning,actionability,1771,51750,53521,0.07848042692115284,0.03308981521272024,-0.0029064058454944808,1.2794553865710934e-4,0.0853048118708183,FALSE,not_significant
flask,actionability,1778,51651,53429,0.12847339233547392,0.03327780793202194,-0.0027238653091422884,3.213904409083159e-4,0.13814343261878914,FALSE,not_significant
sql-server-2008,actionability,2137,51251,53388,2.2571755490148882e-12,0.040027721585374994,0.0038842695800135815,0.007213082858458557,3.3439637763183526e-12,TRUE,above_baseline
exception,actionability,2098,50946,53044,1.600559611609334e-10,0.039552069979639545,0.0034127612286600027,0.006733287998341239,2.3196516110280203e-10,TRUE,above_baseline
tkinter,actionability,2370,49950,52320,8.609256691778191e-42,0.04529816513761468,0.009035685430495547,0.01260255411245596,2.391460192160609e-41,TRUE,above_baseline
delphi,actionability,2214,49952,52166,2.4238236388790928e-23,0.04244143695127094,0.006230888693331983,0.009693894476932053,4.8966134118769556e-23,TRUE,above_baseline
nginx,actionability,1186,50864,52050,2.405301146334437e-48,0.022785782901056675,-0.01297729626535704,-0.01040922866480746,7.40092660410596e-48,TRUE,below_baseline
listview,actionability,2108,49586,51694,4.513854758268859e-15,0.0407784268967385,0.004592884760656691,0.008005878300542465,7.222167613230175e-15,TRUE,above_baseline
haskell,actionability,2146,49320,51466,3.146395290079876e-19,0.041697431313877126,0.005489818309727376,0.008946953585749026,5.720718709236138e-19,TRUE,above_baseline
debugging,actionability,1918,49301,51219,2.3584386233412345e-4,0.03744704113707804,0.0013221595142610008,0.004613832027617224,2.8937897218910853e-4,TRUE,above_baseline
asynchronous,actionability,2441,48655,51096,9.062343557909369e-61,0.04777281979019884,0.011442982007631955,0.015144566840487872,3.356423539966433e-60,TRUE,above_baseline
jpa,actionability,1537,49547,51084,5.4904374481240565e-8,0.030087698692349854,-0.00587454649501354,-0.0029081468525646004,7.349544907486871e-8,TRUE,below_baseline
jsp,actionability,1899,48877,50776,3.149367318624197e-4,0.03739955884669923,0.0012685330082408835,0.0045724939528797295,3.817414931665694e-4,TRUE,above_baseline
web-scraping,actionability,1975,48672,50647,2.6371398355907177e-8,0.03899539953008076,0.002828820265498325,0.00620388806238534,3.6125203227270106e-8,TRUE,above_baseline
gradle,actionability,1324,49031,50355,8.365141804298453e-24,0.02629331744613246,-0.009585194969955121,-0.006786260870057807,1.724771506040918e-23,TRUE,below_baseline
batch-file,actionability,2240,47934,50174,1.187592659018337e-35,0.044644636664407863,0.008357025220377914,0.011974157376159963,2.968981647545842e-35,TRUE,above_baseline
generics,actionability,1959,47995,49954,6.798551142250161e-9,0.03921607879248909,0.0030332596154689657,0.0064408072372313645,9.50846313601421e-9,TRUE,above_baseline
xamarin,actionability,1585,48306,49891,9.193781563736381e-4,0.031769256980216876,-0.004250509838612611,-0.0011690669332314863,0.0010816213604395743,TRUE,below_baseline
pdf,actionability,1696,48019,49715,0.6562581858743782,0.03411445237855778,-0.0019619284715802574,0.001232742496417966,0.6836022769524773,FALSE,not_significant
google-cloud-platform,actionability,1353,47974,49327,9.964969482083974e-18,0.027429196991505665,-0.008493080501354226,-0.005606616247912293,1.7330381707972128e-17,TRUE,below_baseline
wcf,actionability,1605,47650,49255,0.021393661130347973,0.03258552431225256,-0.0034632246637172626,-3.238174440554633e-4,0.023770734589275526,TRUE,below_baseline
amazon-s3,actionability,1528,47595,49123,4.239325633974307e-5,0.031105592085173953,-0.0049104032206551615,-0.0018365033412747827,5.400414820349436e-5,TRUE,below_baseline
ssl,actionability,1470,47536,49006,5.512158680615154e-8,0.02999632698036975,-0.0059947376848434614,-0.002970699086694886,7.349544907486871e-8,TRUE,below_baseline
testing,actionability,1576,47197,48773,0.00881070463823341,0.03231296003936604,-0.003737133330536782,-5.950373230089873e-4,0.010012164361628875,TRUE,below_baseline
jenkins,actionability,1364,47167,48531,1.4869123088691165e-14,0.02810574684222456,-0.0078455662922782,-0.004901030755550532,2.3601782680462165e-14,TRUE,below_baseline
npm,actionability,1160,46345,47505,3.171804573149532e-33,0.024418482265024733,-0.011450442028632869,-0.008670684173595514,7.736108714998859e-33,TRUE,below_baseline
unix,actionability,1936,45425,47361,2.481449792379419e-14,0.04087751525516775,0.004613688204185472,0.008183251573872181,3.877265300592842e-14,TRUE,above_baseline
recursion,actionability,2073,45098,47171,2.1751168730819087e-29,0.04394649254838778,0.007616236062223112,0.011318658302274605,4.8335930512931304e-29,TRUE,above_baseline
ionic-framework,actionability,1018,45373,46391,1.7489686172680564e-49,0.021943911534564892,-0.013870278887375255,-0.01119998877577281,5.641834249251794e-49,TRUE,below_baseline
network-programming,actionability,1733,44557,46290,4.914589488431814e-4,0.037437891553251244,0.0012279698422262393,0.0046897225319984005,5.885735914289597e-4,TRUE,above_baseline
google-app-engine,actionability,1449,44648,46097,3.431276607251887e-4,0.031433715860034274,-0.00463987033438343,-0.0014507886778258718,4.134068201508298e-4,TRUE,below_baseline
visual-studio-2010,actionability,1730,43937,45667,6.818177523730826e-5,0.037882935161057216,0.0016513637997116438,0.005156415790124939,8.522721904663532e-5,TRUE,above_baseline
mongoose,actionability,1334,44064,45398,2.775581546401031e-9,0.029384554385655754,-0.0066497325995816025,-0.0035392493613847385,3.909269783663424e-9,TRUE,below_baseline
assembly,actionability,2444,42574,45018,4.338102754198246e-117,0.05428939535296992,0.017715953415279588,0.021904746558382406,3.6150856284985386e-116,TRUE,above_baseline
.net-core,actionability,1425,43344,44769,0.0021460770700325285,0.03183006097969577,-0.0042767677495811,-0.0010212010233052104,0.0025100316608567584,TRUE,below_baseline
android-fragments,actionability,1814,42482,44296,8.772760508527149e-14,0.040951778941665164,0.004625736531746351,0.008319730619306128,1.3292061376556286e-13,TRUE,above_baseline
math,actionability,2423,41851,44274,2.9879198366015193e-120,0.05472737950038397,0.018128433650324408,0.022368234618165683,2.8456379396204947e-119,TRUE,above_baseline
join,actionability,1579,42038,43617,0.04887595537749923,0.036201481073893205,-3.208086545440484e-5,0.003476952280962965,0.05370984107417499,FALSE,not_significant
winapi,actionability,2157,41280,43437,3.555138810704201e-67,0.04965812556115754,0.013134830927541561,0.017223329462495673,1.5800616936463117e-66,TRUE,above_baseline
svg,actionability,1182,42218,43400,1.395510167592072e-16,0.027235023041474654,-0.008777121234996955,-0.005710923414331586,2.3258502793201204e-16,TRUE,below_baseline
rust,actionability,1989,41254,43243,2.878177536930043e-39,0.04599588372684597,0.009541119326173962,0.013492557395240122,7.885417909397377e-39,TRUE,above_baseline
animation,actionability,1313,41927,43240,2.8068269585292306e-6,0.03036540240518039,-0.005732640995943282,-0.0024946449259737893,3.621712204553846e-6,TRUE,below_baseline
session,actionability,1917,41245,43162,1.320782251714385e-29,0.04441406793012372,0.00799009940095507,0.011879945727014526,3.0362810384238737e-29,TRUE,above_baseline
intellij-idea,actionability,1277,41817,43094,3.600227040098649e-8,0.02963289553070033,-0.006448846840340323,-0.0032434528305368662,4.865171675808985e-8,TRUE,below_baseline
django-models,actionability,1539,41486,43025,0.14261364379283883,0.0357699012202208,-4.6551831231956306e-4,0.0030472300204833136,0.15171664233280727,FALSE,not_significant
laravel-5,actionability,1251,41712,42963,1.1611490759094501e-9,0.029118078346484184,-0.006952546834194592,-0.0037693872051148894,1.6470199658290074e-9,TRUE,below_baseline
curl,actionability,1470,41377,42847,0.8463795947702445,0.034308119588302564,-0.0018959680973929672,0.001554116541720247,0.8549288836063076,FALSE,not_significant
hadoop,actionability,982,41771,42753,7.676770442185505e-39,0.02296914836385751,-0.01293180569938044,-0.010087988305182392,2.0471387845828013e-38,TRUE,below_baseline
javascript,scope_ambiguity,3735,2478648,2482383,8.809083877059972e-12,0.0015046026338401447,-2.3704234513577513e-4,-1.350926163685382e-4,4.194801846219034e-11,TRUE,below_baseline
python,scope_ambiguity,3291,2167322,2170613,1.7887608494872924e-9,0.0015161615635767409,-2.2884781100263263e-4,-1.2016929102848841e-4,6.879849421104971e-9,TRUE,below_baseline
java,scope_ambiguity,3676,1882418,1886094,1.3975669440363418e-16,0.001949001481368373,1.9325116670696545e-4,3.234115668451778e-4,8.470102691129344e-16,TRUE,above_baseline
c#,scope_ambiguity,3922,1600171,1604093,3.890985202330504e-109,0.002444995396152218,6.761299574720295e-4,8.325206056478036e-4,1.1117100578087155e-107,TRUE,above_baseline
php,scope_ambiguity,2261,1444200,1446461,2.804522082925074e-4,0.0015631254489405521,-1.940156219201138e-4,-6.107370938338475e-5,5.842754339427239e-4,TRUE,below_baseline
android,scope_ambiguity,1620,1368142,1369762,1.099616571284168e-45,0.0011826872113549654,-5.678700895308418e-4,-4.480957169438301e-4,1.691717801975643e-44,TRUE,below_baseline
html,scope_ambiguity,1561,1171833,1173394,1.1505671969900984e-20,0.0013303289432194131,-4.283339924938968e-4,-2.923483502518797e-4,8.850516899923834e-20,TRUE,below_baseline
jquery,scope_ambiguity,1247,1018622,1019869,9.507249964441382e-30,0.0012227060534245084,-5.377739654057832e-4,-3.981541569298029e-4,1.0563611071601534e-28,TRUE,below_baseline
c++,scope_ambiguity,2393,805792,808185,1.3736038552160916e-160,0.002960955721771624,0.001150678313029803,0.0013898929013288425,9.157359034773944e-159,TRUE,above_baseline
css,scope_ambiguity,1052,796764,797816,1.4033391547804407e-15,0.001318599777392281,-4.533982500407228e-4,-2.907424243593181e-4,7.796328637669115e-15,TRUE,below_baseline
sql,scope_ambiguity,2204,669791,671995,2.8791325891248224e-209,0.003279786307933839,0.001451417289506097,0.0017268150971769779,2.8791325891248224e-207,TRUE,above_baseline
ios,scope_ambiguity,990,667625,668615,3.644407771644944e-5,0.0014806727339350748,-3.0363520393859465e-4,-1.1635955737585862e-4,8.888799443036447e-5,TRUE,below_baseline
mysql,scope_ambiguity,1162,652584,653746,0.09225235834603282,0.0017774487339119475,-1.6659468371955645e-5,1.9021670701124796e-4,0.11531544793254103,FALSE,not_significant
r,scope_ambiguity,543,502487,503030,1.0567525931119153e-25,0.001079458481601495,-7.03451114334228e-4,-5.189721516473849e-4,1.1123711506441214e-24,TRUE,below_baseline
reactjs,scope_ambiguity,406,457594,458000,1.1298681442513772e-39,8.864628820960699e-4,-8.919692406350048e-4,-7.164452243574582e-4,1.5064908590018364e-38,TRUE,below_baseline
node.js,scope_ambiguity,494,454954,455448,4.408234879463014e-23,0.001084646326254589,-7.03039613538447e-4,-5.090079631369778e-4,4.408234879463014e-22,TRUE,below_baseline
arrays,scope_ambiguity,870,415419,416289,5.546019212880304e-10,0.0020898942801755513,2.595153837046916e-4,5.389329474618082e-4,2.2184076851521217e-9,TRUE,above_baseline
c,scope_ambiguity,1321,404817,406138,1.304609496964912e-125,0.0032525890214656103,0.0013860264569925925,0.0017378113567540253,5.218437987859648e-124,TRUE,above_baseline
asp.net,scope_ambiguity,659,367282,367941,0.14155647601296908,0.0017910480212860215,-3.724254387300492e-5,2.3799835726044517e-4,0.16653703060349304,FALSE,not_significant
json,scope_ambiguity,418,355964,356382,7.167137372964941e-14,0.0011728987434831163,-6.313560911681687e-4,-4.0418665105020134e-4,3.77217756471839e-13,TRUE,below_baseline
.net,scope_ambiguity,936,334930,335866,9.539817017894102e-53,0.0027868256983439826,9.171052976739112e-4,0.0012752058698294513,1.9079634035788203e-51,TRUE,above_baseline
sql-server,scope_ambiguity,1195,333703,334898,9.697794499458173e-150,0.003568250631535572,0.0016749545640262454,0.0020802064698602954,4.8488972497290864e-148,TRUE,above_baseline
python-3.x,scope_ambiguity,453,334147,334600,2.4083498730392403e-6,0.0013538553496712491,-4.624961712996335e-4,-2.1113335854247098e-4,7.298029918300729e-6,TRUE,below_baseline
ruby-on-rails,scope_ambiguity,367,332370,332737,2.1375310636732958e-16,0.00110297321908895,-7.0168548855019e-4,-4.7370830245651273e-4,1.2573712139254682e-15,TRUE,below_baseline
swift,scope_ambiguity,558,327666,328224,0.8965504823979326,0.0017000584966364435,-1.3251600677517648e-4,1.5129277086346074e-4,0.9010557612039523,FALSE,not_significant
django,scope_ambiguity,305,304858,305163,2.0645367024084737e-20,9.9946585922933e-4,-8.045290355024331e-4,-5.778794752235096e-4,1.529286446228499e-19,TRUE,below_baseline
angular,scope_ambiguity,316,297901,298217,6.536462824468712e-17,0.0010596310740165718,-7.489740895823668e-4,-5.131039915690922e-4,4.085289265292945e-16,TRUE,below_baseline
objective-c,scope_ambiguity,483,286984,287467,0.8918859567850669,0.001680192856919229,-1.6110426511726597e-4,1.401497497711212e-4,0.900894905843502,FALSE,not_significant
excel,scope_ambiguity,485,286567,287052,0.9888219652974288,0.0016895893426974904,-1.5223045120320145e-4,1.5006890741357953e-4,0.9888219652974288,FALSE,not_significant
pandas,scope_ambiguity,270,286643,286913,2.020326660409919e-22,9.410518171013512e-4,-8.630264426052469e-4,-6.362101523766534e-4,1.836660600372654e-21,TRUE,below_baseline
regex,scope_ambiguity,904,259810,260714,1.0239235379408697e-105,0.0034674010601655455,0.0015504867502028148,0.0020029751409436736,2.5598088448521744e-104,TRUE,above_baseline
angularjs,scope_ambiguity,246,255898,256144,2.997592599680505e-19,9.603972765319508e-4,-8.513640523124907e-4,-6.091816238082106e-4,2.1411375712003608e-18,TRUE,below_baseline
typescript,scope_ambiguity,245,227026,227271,1.36350401386278e-12,0.0010780081928622657,-7.485847929888329e-4,-4.767390504712384e-4,6.8175200693139e-12,TRUE,below_baseline
ruby,scope_ambiguity,334,226477,226811,0.011817127477559678,0.0014725917173329336,-3.7675381803836845e-4,-5.940297648036709e-5,0.017506855522310634,TRUE,below_baseline
linux,scope_ambiguity,408,223374,223782,0.12892408857992857,0.001823202938574148,-4.4988340865423056e-5,3.1005398882911627e-4,0.1525728858934066,FALSE,not_significant
ajax,scope_ambiguity,212,217442,217654,4.790423354506248e-16,9.740229906181371e-4,-8.487370384512778e-4,-5.845572094970509e-4,2.7373847740035703e-15,TRUE,below_baseline
iphone,scope_ambiguity,322,216526,216848,0.020182931979617538,0.0014849110897956171,-3.686691230648973e-4,-4.284892652847117e-5,0.02788625376789301,TRUE,below_baseline
vba,scope_ambiguity,369,214907,215276,0.7924272945320452,0.0017140786711012839,-1.521128528696858e-4,1.989299658876508e-4,0.8169353551876753,FALSE,not_significant
xml,scope_ambiguity,284,211450,211734,9.65032832157979e-5,0.0013413056004231724,-5.06132031164091e-4,-1.9259699717416684e-4,2.1209512794680857e-4,TRUE,below_baseline
laravel,scope_ambiguity,257,209020,209277,2.820501573192156e-7,0.0012280374814241412,-6.135882032410364e-4,-3.1167706309528405e-4,9.098392171587599e-7,TRUE,below_baseline
spring,scope_ambiguity,250,206390,206640,1.1338646726161083e-7,0.0012098335269066977,-6.316255269321533e-4,-3.30047648439054e-4,3.779548908720361e-7,TRUE,below_baseline
asp.net-mvc,scope_ambiguity,311,197809,198120,0.19190256535181544,0.0015697557036139713,-2.9602201372072053e-4,5.419319176406032e-5,0.21807109699069938,FALSE,not_significant
database,scope_ambiguity,499,191156,191655,4.0965366402660724e-22,0.002603636743106102,6.842222287406373e-4,0.0011417110282869642,3.413780533555061e-21,TRUE,above_baseline
wordpress,scope_ambiguity,219,184817,185036,1.1882996167671952e-7,0.0011835534706759767,-6.646469157260394e-4,-3.4958637210661e-4,3.896064317269493e-7,TRUE,below_baseline
string,scope_ambiguity,565,183989,184554,5.643676671734857e-46,0.0030614345936690614,0.001118174456880765,0.001623354501272755,9.406127786224763e-45,TRUE,above_baseline
postgresql,scope_ambiguity,268,176118,176386,0.08097012013895205,0.0015193949633190843,-3.5379573522809223e-4,1.1245432681658113e-5,0.10314664985853764,FALSE,not_significant
flutter,scope_ambiguity,198,171147,171345,7.520346831486521e-8,0.0011555633371268493,-6.968186500971515e-4,-3.7339490483375256e-4,2.549270112368312e-7,TRUE,below_baseline
mongodb,scope_ambiguity,178,170932,171110,6.393339725665356e-11,0.001040266495236982,-8.040379652101423e-4,-4.967692735004963e-4,2.8414843225179364e-10,TRUE,below_baseline
wpf,scope_ambiguity,240,167427,167667,0.009985359177262496,0.0014314086850721966,-4.4098096305195746e-4,-7.754189598825216e-5,0.015362091041942302,TRUE,below_baseline
windows,scope_ambiguity,353,164057,164410,7.297606149121784e-6,0.002147071346025181,2.320522931324378e-4,6.807501697333217e-4,2.0271128192004957e-5,TRUE,above_baseline
bash,scope_ambiguity,292,155929,156221,0.08710807427185817,0.0018691469136671766,-3.634827234508931e-5,3.9330187049483966e-4,0.10956990474447569,FALSE,not_significant
xcode,scope_ambiguity,202,154782,154984,2.1382821692097394e-4,0.001303360346874516,-5.676893193734447e-4,-2.0693021606212603e-4,4.5016466720205036e-4,TRUE,below_baseline
amazon-web-services,scope_ambiguity,199,153671,153870,1.5387884293698002e-4,0.0012932995385715215,-5.77703163856899e-4,-2.1703798818466076e-4,3.274017934829362e-4,TRUE,below_baseline
oracle-database,scope_ambiguity,380,151148,151528,1.2998169124317136e-14,0.002507787339633599,5.647479198710519e-4,0.0010694865302115434,7.026037364495749e-14,TRUE,above_baseline
git,scope_ambiguity,295,151203,151498,0.015447842099701662,0.00194722042535215,3.394722565453883e-5,4.7915339586515827e-4,0.021868660668336825,TRUE,above_baseline
dataframe,scope_ambiguity,145,147598,147743,3.504520799685057e-11,9.814339765674177e-4,-8.697564151418928e-4,-5.487158609078745e-4,1.5929639998568442e-10,TRUE,below_baseline
spring-boot,scope_ambiguity,144,145408,145552,7.969878159302251e-11,9.89337144113444e-4,-8.636865389422088e-4,-5.389794020155061e-4,3.3914375145967024e-10,TRUE,below_baseline
azure,scope_ambiguity,202,142307,142509,0.012272154763552515,0.0014174543362173617,-4.6924686720769626e-4,-7.718468954218298e-5,0.017825228633264193,TRUE,below_baseline
list,scope_ambiguity,310,141127,141437,4.884410414480461e-6,0.002191788570176121,2.5683880037730557e-4,7.453981107903333e-4,1.4157711346320176e-5,TRUE,above_baseline
multithreading,scope_ambiguity,436,138900,139336,1.2355963259346752e-38,0.0031291267152781764,0.0011447341434950374,0.0017321790578767127,1.5444954074183441e-37,TRUE,above_baseline
firebase,scope_ambiguity,189,138750,138939,0.00278693117838641,0.0013603092004404811,-5.248679060754583e-4,-1.3585392222818218e-4,0.004846836831976366,TRUE,below_baseline
vb.net,scope_ambiguity,280,138564,138844,0.0032155822016048195,0.002016651781855896,8.943004881114072e-5,5.625332857160484e-4,0.005359303669341366,TRUE,above_baseline
docker,scope_ambiguity,132,134176,134308,2.9001566148891244e-10,9.828156178336362e-4,-8.762478276909453e-4,-5.39461165826385e-4,1.1837373938322958e-9,TRUE,below_baseline
react-native,scope_ambiguity,121,128232,128353,7.380327369880748e-11,9.427126752004238e-4,-9.166622157832705e-4,-5.792526630004845e-4,3.208837986904673e-10,TRUE,below_baseline
eclipse,scope_ambiguity,147,121957,122104,3.584589953207245e-5,0.0012038917643975627,-6.819784597352434e-4,-2.9157824065423386e-4,8.850839390635172e-5,TRUE,below_baseline
algorithm,scope_ambiguity,793,119859,120652,0,0.006572622086662467,0.004425701003557722,0.005338202940582611,0,TRUE,above_baseline
powershell,scope_ambiguity,152,118027,118179,7.295538994535587e-4,0.001286184516707706,-6.094923995187233e-4,-1.9947879625046737e-4,0.0013636521485113247,TRUE,below_baseline
macos,scope_ambiguity,159,114630,114789,0.01191704522661469,0.0013851501450487416,-5.213068290643584e-4,-8.973311002276107e-5,0.017525066509727485,TRUE,below_baseline
numpy,scope_ambiguity,203,113887,114090,0.46733282330029763,0.001779297046191603,-1.564785071264619e-4,3.3373237032506526e-4,0.5052246738381596,FALSE,not_significant
visual-studio,scope_ambiguity,197,113283,113480,0.710869499243119,0.0017359887204793797,-1.9745134035842107e-4,2.8808855213257765e-4,0.7522428563419249,FALSE,not_significant
forms,scope_ambiguity,145,111625,111770,0.0013969330529012048,0.0012973069696698577,-6.050310421643023e-4,-1.8169524768058505e-4,0.0025398782780021905,TRUE,below_baseline
image,scope_ambiguity,158,111223,111381,0.02737088273818198,0.0014185543315287168,-4.937668731372137e-4,-5.046469298995539e-5,0.036987679375921595,TRUE,below_baseline
function,scope_ambiguity,221,110646,110867,0.01441930716033677,0.0019933794546618923,3.964088003745146e-5,5.657778001017305e-4,0.02074720454724715,TRUE,above_baseline
scala,scope_ambiguity,219,110527,110746,0.020499641029532455,0.0019774980586206273,2.466075272328412e-5,5.489951353333677e-4,0.027890668067391093,TRUE,above_baseline
vue.js,scope_ambiguity,92,104987,105079,1.3244329080145184e-10,8.755317427840006e-4,-9.947298257508468e-4,-6.355469178657548e-4,5.518470450060494e-10,TRUE,below_baseline
twitter-bootstrap,scope_ambiguity,95,101321,101416,5.306306723541888e-9,9.367358207777865e-4,-9.429375873254158e-4,-5.64931000303614e-4,1.9652987864969955e-8,TRUE,below_baseline
performance,scope_ambiguity,473,100685,101158,8.21043753898534e-117,0.0046758536151367165,0.00256446018425955,0.00340590681682928,2.7368125129951135e-115,TRUE,above_baseline
winforms,scope_ambiguity,241,98265,98506,8.545258830397838e-9,0.0024465514790977198,4.469334143339344e-4,0.0010648293146769024,3.107366847417396e-8,TRUE,above_baseline
selenium,scope_ambiguity,125,97969,98094,0.001527634562349388,0.0012742879279058863,-6.402401336955399e-4,-1.9252423967729024e-4,0.002752494706935834,TRUE,below_baseline
loops,scope_ambiguity,214,95976,96190,5.788366979199714e-5,0.002224763488928163,2.3589139706157552e-4,8.322953516101477e-4,1.361968700988168e-4,TRUE,above_baseline
kotlin,scope_ambiguity,122,94294,94416,0.002919476630798488,0.0012921538722250466,-6.282528336570958e-4,-1.6877965107741378e-4,0.005033580397928427,TRUE,below_baseline
sqlite,scope_ambiguity,109,93676,93785,8.362745956010635e-5,0.0011622327664338647,-7.471234773846989e-4,-3.097512189321744e-4,1.8792687541596933e-4,TRUE,below_baseline
matlab,scope_ambiguity,154,93235,93389,0.7571335257845045,0.0016490164794568953,-3.02406965109616e-4,2.1909969483880384e-4,0.7887723307888386,FALSE,not_significant
python-2.7,scope_ambiguity,161,92921,93082,0.7726176283901887,0.0017296577211490943,-2.2846787729056972e-4,3.064430904041556e-4,0.8006400294198845,FALSE,not_significant
hibernate,scope_ambiguity,96,92744,92840,1.1494234579258005e-6,0.001034037052994399,-8.640333902243515e-4,-4.4923273297145316e-4,3.5919483060181265e-6,TRUE,below_baseline
shell,scope_ambiguity,164,92280,92444,0.5380299291166353,0.0017740469906105318,-1.8839938404722497e-4,3.551531360836858e-4,0.5785268055017583,FALSE,not_significant
express,scope_ambiguity,80,92170,92250,1.1885644595418692e-9,8.672086720867209e-4,-0.0010141298046541579,-6.32793080357003e-4,4.6610370962426245e-9,TRUE,below_baseline
dart,scope_ambiguity,135,91748,91883,0.1029150232049732,0.0014692598195531273,-4.6962467172067146e-4,2.6804081642323283e-5,0.1270555842036706,FALSE,not_significant
entity-framework,scope_ambiguity,184,90307,90491,0.012299407756952293,0.002033351383010465,4.8714536895340464e-5,6.366479999409867e-4,0.017825228633264193,TRUE,above_baseline
csv,scope_ambiguity,115,89484,89599,0.0030523169733293956,0.0012834964675945044,-6.421873890041015e-4,-1.7215990499149246e-4,0.005129944492990581,TRUE,below_baseline
rest,scope_ambiguity,148,89231,89379,0.8004410502250473,0.0016558699470792916,-3.0186587541685664e-4,2.3226554039083717e-4,0.8209651797179972,FALSE,not_significant
apache,scope_ambiguity,121,89162,89283,0.014852862984203128,0.0013552411993324597,-5.773063425138783e-4,-9.355148800580502e-5,0.021218375691718756,TRUE,below_baseline
maven,scope_ambiguity,128,86957,87085,0.11324105914123499,0.001469828328644428,-4.7582172251084485e-4,3.413815061509794e-5,0.13809885261126217,FALSE,not_significant
android-studio,scope_ambiguity,93,86669,86762,9.36731348373664e-6,0.0010718978354579195,-8.371340678702544e-4,-4.004104903985095e-4,2.5663872558182573e-5,TRUE,below_baseline
linq,scope_ambiguity,194,86263,86457,7.817983491276177e-5,0.0022438900262558266,2.373870036560217e-4,8.690528196710288e-4,1.79723758420142e-4,TRUE,above_baseline
dictionary,scope_ambiguity,174,85582,85756,0.016106166760732413,0.002029012547227016,3.6714798325650244e-5,6.399700669437791e-4,0.022526107357667708,TRUE,above_baseline
qt,scope_ambiguity,95,84667,84762,5.488929373982939e-5,0.0011207852575446545,-7.957415323796414e-4,-3.440281817156524e-4,1.3216252979547365e-4,TRUE,below_baseline
asp.net-core,scope_ambiguity,151,83819,83970,0.44877405196472964,0.0017982612837918303,-1.7944974961570331e-4,3.946320880147612e-4,0.4904634447701964,FALSE,not_significant
unit-testing,scope_ambiguity,151,83227,83378,0.39846984205795716,0.0018110292883014704,-1.68711205111616e-4,4.09429552529954e-4,0.4452177006234158,FALSE,not_significant
facebook,scope_ambiguity,89,81755,81844,2.7166377312760297e-5,0.0010874346317384291,-8.296384357794706e-4,-3.7683252992827396e-4,6.965737772502642e-5,TRUE,below_baseline
swing,scope_ambiguity,120,80980,81100,0.14414216954629375,0.0014796547472256474,-4.7607497993990277e-4,5.404424520659483e-5,0.16858733280268273,FALSE,not_significant
file,scope_ambiguity,158,80408,80566,0.062196126392776115,0.0019611250403395973,-3.5483624954348145e-5,5.7639347644894e-4,0.0813021260036289,FALSE,not_significant
class,scope_ambiguity,152,79320,79472,0.12847506217944266,0.0019126233138715522,-8.226339091989428e-5,5.26169789478396e-4,0.1525728858934066,FALSE,not_significant
apache-spark,scope_ambiguity,86,79128,79214,3.4686664745987916e-5,0.0010856666750826873,-8.349284285906279e-4,-3.7507845042860017e-4,8.671666186496979e-5,TRUE,below_baseline
tensorflow,scope_ambiguity,78,77763,77841,2.9826669211677447e-6,0.0010020426253516785,-9.115061716515497e-4,-4.6574880682969603e-4,8.772549768140426e-6,TRUE,below_baseline
sorting,scope_ambiguity,180,76669,76849,1.1498891728158004e-5,0.0023422555921352264,3.0941312704663843e-4,9.937578280392115e-4,3.107808575177839e-5,TRUE,above_baseline
date,scope_ambiguity,174,76540,76714,1.0236090117307162e-4,0.0022681648721224286,2.404569525458489e-4,9.145325625144055e-4,2.225236982023296e-4,TRUE,above_baseline
unity-game-engine,scope_ambiguity,121,74766,74887,0.6183607517680578,0.0016157677567535085,-3.630399632127949e-4,2.1323524753520922e-4,0.6578305869872956,FALSE,not_significant
t-sql,scope_ambiguity,295,73253,73548,1.3938572475991378e-52,0.004010986022733453,0.0018632276790025398,0.002777404137279764,2.5342859047257054e-51,TRUE,above_baseline
go,scope_ambiguity,102,72666,72768,0.058105675628746425,0.0014017150395778364,-5.612914374009599e-4,-1.6618712627970017e-5,0.07645483635361372,FALSE,not_significant
authentication,scope_ambiguity,106,72556,72662,0.1286855458747559,0.0014588092813299937,-5.098620684551331e-4,4.61404019305178e-5,0.1525728858934066,FALSE,not_significant
symfony,scope_ambiguity,71,72575,72646,2.929292725388478e-6,9.773421798860227e-4,-9.411526477331714e-4,-4.8550322167938603e-4,8.744157389219338e-6,TRUE,below_baseline
for-loop,scope_ambiguity,119,71653,71772,0.8316833068325259,0.001658028200412417,-3.307513410810625e-4,2.6546751272129394e-4,0.8486564355433938,FALSE,not_significant
.htaccess,scope_ambiguity,99,71597,71696,0.043704778983698137,0.0013808301718366436,-5.821560416212788e-4,-3.752384389003671e-5,0.05788712448171939,FALSE,not_significant
matplotlib,scope_ambiguity,60,71414,71474,3.1116975431100114e-8,8.394660995606794e-4,-0.0010641684651512703,-6.382395649119737e-4,1.0918236993368461e-7,TRUE,below_baseline
datetime,scope_ambiguity,186,70934,71120,2.121852223343002e-9,0.0026152980877390325,5.489070215898475e-4,0.0013003489247036147,8.006989522049065e-9,TRUE,above_baseline
