topic,category,n_questions,n_miscomm,miscomm_rate
class,contradiction,79472,10.0,0.00012583048117576002
testing,contradiction,48773,2.0,4.100629446620056e-05
linq,contradiction,86457,9.0,0.00010409799090877546
date,contradiction,76714,7.0,9.124801209687932e-05
ubuntu,contradiction,58929,3.0,5.0908720663849717e-05
uitableview,contradiction,63523,8.0,0.0001259386363994144
c++11,contradiction,56509,27.0,0.00047779999646074074
math,contradiction,44274,8.0,0.00018069295749198176
templates,contradiction,55206,7.0,0.00012679781183204725
.net-core,contradiction,44769,5.0,0.0001116844244901606
excel,contradiction,287052,16.0,5.573902986218525e-05
c++,contradiction,808185,200.0,0.00024746809208287706
java,contradiction,1886094,211.0,0.00011187141255950128
pandas,contradiction,286913,6.0,2.091226260225225e-05
rest,contradiction,89379,5.0,5.594155226619228e-05
dataframe,contradiction,147743,3.0,2.030553054967071e-05
svg,contradiction,43400,2.0,4.608294930875576e-05
mongoose,contradiction,45398,1.0,2.2027402088197716e-05
batch-file,contradiction,50174,5.0,9.965320684019612e-05
swing,contradiction,81100,4.0,4.932182490752158e-05
parsing,contradiction,57006,6.0,0.00010525207872855489
recursion,contradiction,47171,10.0,0.00021199465773462508
tkinter,contradiction,52320,1.0,1.91131498470948e-05
loops,contradiction,96190,8.0,8.316872855806217e-05
kotlin,contradiction,94416,9.0,9.532282663955262e-05
ionic-framework,contradiction,46391,1.0,2.1555905240240565e-05
twitter-bootstrap,contradiction,101416,2.0,1.972075412163761e-05
amazon-web-services,contradiction,153870,8.0,5.199194124910639e-05
asp.net-mvc,contradiction,198120,16.0,8.075913587724612e-05
variables,contradiction,53667,8.0,0.00014906739709691244
forms,contradiction,111770,3.0,2.6840833855238436e-05
ssl,contradiction,49006,3.0,6.121699383748929e-05
authentication,contradiction,72662,6.0,8.25741102639619e-05
file,contradiction,80566,7.0,8.688528659732394e-05
matlab,contradiction,93389,5.0,5.353949608626284e-05
google-chrome,contradiction,69216,8.0,0.0001155802126675913
.htaccess,contradiction,71696,9.0,0.00012553001562151306
oop,contradiction,61995,15.0,0.00024195499637067505
angular,contradiction,298217,15.0,5.0298943386862585e-05
haskell,contradiction,51466,12.0,0.00023316364201608829
numpy,contradiction,114090,6.0,5.259006047856955e-05
bash,contradiction,156221,17.0,0.0001088201970285685
asp.net,contradiction,367941,27.0,7.338133015891135e-05
elasticsearch,contradiction,55931,1.0,1.7879172551894298e-05
nginx,contradiction,52050,2.0,3.8424591738712775e-05
apache,contradiction,89283,10.0,0.00011200340490350907
scala,contradiction,110746,10.0,9.02967150055081e-05
ajax,contradiction,217654,7.0,3.216113648267434e-05
asynchronous,contradiction,51096,11.0,0.0002152810396117113
symfony,contradiction,72646,2.0,2.7530765630592185e-05
user-interface,contradiction,56522,2.0,3.538445207175967e-05
iphone,contradiction,216848,13.0,5.9949826606655355e-05
selenium-webdriver,contradiction,56146,1.0,1.7810707797527874e-05
ruby-on-rails-3,contradiction,55091,2.0,3.630357045615436e-05
powershell,contradiction,118179,14.0,0.00011846436338097293
objective-c,contradiction,287467,20.0,6.957320318506124e-05
javascript,contradiction,2482383,153.0,6.163432475971677e-05
sqlite,contradiction,93785,5.0,5.331342965292957e-05
spring-boot,contradiction,145552,9.0,6.183357150709024e-05
spring,contradiction,206640,12.0,5.8072009291521487e-05
json,contradiction,356382,26.0,7.295542423579193e-05
unity-game-engine,contradiction,74887,1.0,1.3353452535152964e-05
http,contradiction,66409,9.0,0.00013552379948500955
ms-access,contradiction,57696,4.0,6.932889628397117e-05
selenium,contradiction,98094,2.0,2.038860684649418e-05
perl,contradiction,68033,17.0,0.0002498787353196243
email,contradiction,57965,2.0,3.4503579746398686e-05
visual-studio-2010,contradiction,45667,2.0,4.3795300764228e-05
c#,contradiction,1604093,177.0,0.00011034272950508481
css,contradiction,797816,46.0,5.76574047148716e-05
windows,contradiction,164410,14.0,8.515297123046044e-05
datetime,contradiction,71120,7.0,9.84251968503937e-05
visual-studio-code,contradiction,58200,2.0,3.436426116838488e-05
web-services,contradiction,57671,3.0,5.201921242912382e-05
node.js,contradiction,455448,26.0,5.708664875024152e-05
django,contradiction,305163,15.0,4.915405865062278e-05
firebase,contradiction,138939,10.0,7.197403176933762e-05
go,contradiction,72768,9.0,0.0001236807387862797
tensorflow,contradiction,77841,4.0,5.138680130008607e-05
laravel,contradiction,209277,4.0,1.9113423835395194e-05
google-maps,contradiction,64524,2.0,3.099621846134772e-05
vb.net,contradiction,138844,11.0,7.922560571576734e-05
sorting,contradiction,76849,8.0,0.00010410024853934339
wpf,contradiction,167667,7.0,4.1749419981272405e-05
object,contradiction,64700,14.0,0.00021638330757341577
kubernetes,contradiction,56513,2.0,3.5390087236565036e-05
animation,contradiction,43240,2.0,4.625346901017576e-05
qt,contradiction,84762,5.0,5.898869776550813e-05
machine-learning,contradiction,53521,1.0,1.868425477849816e-05
flask,contradiction,53429,1.0,1.8716427408336298e-05
typescript,contradiction,227271,7.0,3.080023408177902e-05
wordpress,contradiction,185036,9.0,4.8639183726409994e-05
mongodb,contradiction,171110,10.0,5.8441937934661916e-05
azure,contradiction,142509,5.0,3.5085503371716875e-05
ruby,contradiction,226811,22.0,9.699705922552258e-05
android-studio,contradiction,86762,2.0,2.305156635393375e-05
sql-server-2008,contradiction,53388,7.0,0.00013111560650333408
asp.net-core,contradiction,83970,7.0,8.336310587114446e-05
codeigniter,contradiction,68606,5.0,7.287992303880127e-05
network-programming,contradiction,46290,3.0,6.480881399870383e-05
unit-testing,contradiction,83378,11.0,0.00013192928590275612
csv,contradiction,89599,7.0,7.812587194053505e-05
google-apps-script,contradiction,55235,1.0,1.810446275006789e-05
sql,contradiction,671995,69.0,0.00010267933541172182
php,contradiction,1446461,125.0,8.641781562033128e-05
npm,contradiction,47505,1.0,2.1050415745710977e-05
xamarin,contradiction,49891,0.0,0.0
multithreading,contradiction,139336,31.0,0.00022248378021473274
google-app-engine,contradiction,46097,2.0,4.338677137340825e-05
dictionary,contradiction,85756,8.0,9.328793320583982e-05
.net,contradiction,335866,43.0,0.00012802724896238382
reactjs,contradiction,458000,9.0,1.965065502183406e-05
jquery,contradiction,1019869,52.0,5.0986940479610615e-05
function,contradiction,110867,14.0,0.00012627743151704293
jenkins,contradiction,48531,1.0,2.060538624796522e-05
shell,contradiction,92444,12.0,0.00012980831638613647
ruby-on-rails,contradiction,332737,19.0,5.7102155756648644e-05
android-layout,contradiction,57721,2.0,3.464943434798427e-05
maven,contradiction,87085,4.0,4.593213527013837e-05
dart,contradiction,91883,0.0,0.0
sockets,contradiction,64863,14.0,0.00021583953872007154
laravel-5,contradiction,42963,1.0,2.327584200358448e-05
xml,contradiction,211734,15.0,7.084360565615347e-05
listview,contradiction,51694,4.0,7.737841915889659e-05
postgresql,contradiction,176386,15.0,8.50407628723368e-05
assembly,contradiction,45018,8.0,0.00017770669509973788
android-fragments,contradiction,44296,1.0,2.257540184215279e-05
debugging,contradiction,51219,0.0,0.0
sql-server,contradiction,334898,33.0,9.853746513863923e-05
ios,contradiction,668615,43.0,6.431204803960425e-05
swift,contradiction,328224,26.0,7.921419518377693e-05
html,contradiction,1173394,60.0,5.113371979062446e-05
unix,contradiction,47361,9.0,0.00019002977133084184
image,contradiction,111381,4.0,3.5912767886802956e-05
django-models,contradiction,43025,1.0,2.324230098779779e-05
pointers,contradiction,56934,18.0,0.0003161555485298767
flutter,contradiction,171345,2.0,1.1672356940675247e-05
for-loop,contradiction,71772,3.0,4.179903026249791e-05
amazon-s3,contradiction,49123,4.0,8.142825153186898e-05
delphi,pragmatic_tone,52166,19.0,0.0003642219069892267
oracle-database,pragmatic_tone,151528,20.0,0.0001319888073491368
jsp,pragmatic_tone,50776,9.0,0.00017724909406018592
pdf,pragmatic_tone,49715,4.0,8.045861410037212e-05
validation,pragmatic_tone,66475,10.0,0.00015043249341857841
visual-studio,pragmatic_tone,113480,23.0,0.00020267888614733875
google-sheets,pragmatic_tone,56009,1.0,1.785427342034316e-05
ggplot2,pragmatic_tone,57192,0.0,0.0
google-cloud-platform,pragmatic_tone,49327,1.0,2.027287286881424e-05
winforms,pragmatic_tone,98506,14.0,0.00014212332243721193
session,pragmatic_tone,43162,3.0,6.950558361521709e-05
android,pragmatic_tone,1369762,133.0,9.709715994457432e-05
wcf,pragmatic_tone,49255,5.0,0.00010151253679829459
xcode,pragmatic_tone,154984,17.0,0.00010968874206369689
eclipse,pragmatic_tone,122104,17.0,0.0001392255781956365
intellij-idea,pragmatic_tone,43094,2.0,4.64101731099457e-05
security,pragmatic_tone,54938,13.0,0.000236630383341221
database,pragmatic_tone,191655,26.0,0.00013566043150452635
exception,pragmatic_tone,53044,13.0,0.0002450795565945253
web-scraping,pragmatic_tone,50647,1.0,1.974450609118013e-05
algorithm,pragmatic_tone,120652,39.0,0.00032324370918012133
hadoop,pragmatic_tone,42753,6.0,0.00014034102869974038
join,pragmatic_tone,43617,5.0,0.00011463420226058647
rust,pragmatic_tone,43243,5.0,0.00011562565039428347
docker,pragmatic_tone,134308,2.0,1.4891145724752063e-05
vue.js,pragmatic_tone,105079,5.0,4.7583246890434815e-05
react-native,pragmatic_tone,128353,1.0,7.791013844631601e-06
css,pragmatic_tone,797816,125.0,0.00015667773020345543
c#,pragmatic_tone,1604093,269.0,0.00016769601263767127
windows,pragmatic_tone,164410,27.0,0.00016422358737303085
web-services,pragmatic_tone,57671,9.0,0.00015605763728737147
datetime,pragmatic_tone,71120,12.0,0.0001687289088863892
visual-studio-code,pragmatic_tone,58200,1.0,1.718213058419244e-05
php,pragmatic_tone,1446461,288.0,0.00019910664718924325
multithreading,pragmatic_tone,139336,39.0,0.0002798989493024057
.net,pragmatic_tone,335866,81.0,0.00024116760851053694
sql,pragmatic_tone,671995,103.0,0.00015327494996242533
dictionary,pragmatic_tone,85756,9.0,0.0001049489248565698
google-app-engine,pragmatic_tone,46097,2.0,4.338677137340825e-05
npm,pragmatic_tone,47505,0.0,0.0
xamarin,pragmatic_tone,49891,3.0,6.0131085766972e-05
c,pragmatic_tone,406138,142.0,0.00034963485317798386
class,pragmatic_tone,79472,11.0,0.000138413529293336
uitableview,pragmatic_tone,63523,10.0,0.00015742329549926797
templates,pragmatic_tone,55206,12.0,0.0002173676774263667
linq,pragmatic_tone,86457,17.0,0.00019662953838324253
c++11,pragmatic_tone,56509,17.0,0.0003008370348086146
string,pragmatic_tone,184554,46.0,0.000249249542139428
date,pragmatic_tone,76714,8.0,0.00010428344239643351
math,pragmatic_tone,44274,16.0,0.0003613859149839635
macos,pragmatic_tone,114789,16.0,0.00013938617811811235
express,pragmatic_tone,92250,2.0,2.168021680216802e-05
ubuntu,pragmatic_tone,58929,11.0,0.0001866653091007823
testing,pragmatic_tone,48773,4.0,8.201258893240112e-05
angularjs,pragmatic_tone,256144,20.0,7.808107939284153e-05
mysql,pragmatic_tone,653746,120.0,0.00018355752845906515
jpa,pragmatic_tone,51084,3.0,5.872680291284943e-05
r,pragmatic_tone,503030,24.0,4.77108721149832e-05
python,pragmatic_tone,2170613,147.0,6.772280457179608e-05
linux,pragmatic_tone,223782,34.0,0.00015193357821451233
git,pragmatic_tone,151498,21.0,0.00013861569129625472
regex,pragmatic_tone,260714,38.0,0.00014575358438748975
list,pragmatic_tone,141437,15.0,0.00010605428565368327
matplotlib,pragmatic_tone,71474,1.0,1.3991101659344656e-05
python-3.x,pragmatic_tone,334600,21.0,6.276150627615063e-05
if-statement,pragmatic_tone,62016,3.0,4.837461300309598e-05
apache-spark,pragmatic_tone,79214,3.0,3.787209331683793e-05
java,pragmatic_tone,1886094,279.0,0.00014792475878720786
c++,pragmatic_tone,808185,275.0,0.00034026862661395594
swing,pragmatic_tone,81100,14.0,0.00017262638717632553
excel,pragmatic_tone,287052,22.0,7.664116606050472e-05
rest,pragmatic_tone,89379,7.0,7.831817317266919e-05
parsing,pragmatic_tone,57006,6.0,0.00010525207872855489
batch-file,pragmatic_tone,50174,4.0,7.97225654721569e-05
svg,pragmatic_tone,43400,4.0,9.216589861751152e-05
mongoose,pragmatic_tone,45398,1.0,2.2027402088197716e-05
recursion,pragmatic_tone,47171,9.0,0.00019079519196116257
dataframe,pragmatic_tone,147743,3.0,2.030553054967071e-05
pandas,pragmatic_tone,286913,7.0,2.4397639702627625e-05
.net-core,pragmatic_tone,44769,3.0,6.701065469409636e-05
hibernate,pragmatic_tone,92840,8.0,8.616975441619992e-05
entity-framework,pragmatic_tone,90491,13.0,0.00014366069553878286
github,pragmatic_tone,56654,5.0,8.825502171073534e-05
facebook,pragmatic_tone,81844,9.0,0.00010996529983871756
winapi,pragmatic_tone,43437,13.0,0.00029928402053548816
curl,pragmatic_tone,42847,5.0,0.0001166942843139543
gradle,pragmatic_tone,50355,3.0,5.957700327673518e-05
generics,pragmatic_tone,49954,10.0,0.00020018416943588102
arrays,pragmatic_tone,416289,93.0,0.0002234024920187658
cordova,pragmatic_tone,58229,3.0,5.1520719916192965e-05
performance,pragmatic_tone,101158,48.0,0.0004745052294430495
spring-mvc,pragmatic_tone,57214,5.0,8.739119795854161e-05
vba,pragmatic_tone,215276,17.0,7.896839406157677e-05
xaml,pragmatic_tone,62218,7.0,0.00011250763444662317
opencv,pragmatic_tone,70906,6.0,8.461907313908555e-05
t-sql,pragmatic_tone,73548,13.0,0.00017675531625605047
python-2.7,pragmatic_tone,93082,7.0,7.520250961517801e-05
iphone,pragmatic_tone,216848,35.0,0.00016140337932561057
asp.net,pragmatic_tone,367941,60.0,0.00016306962257535854
ruby-on-rails-3,pragmatic_tone,55091,4.0,7.260714091230872e-05
haskell,pragmatic_tone,51466,8.0,0.00015544242801072551
selenium-webdriver,pragmatic_tone,56146,2.0,3.562141559505575e-05
ajax,pragmatic_tone,217654,38.0,0.00017458902662023212
asynchronous,pragmatic_tone,51096,10.0,0.00019571003601064662
apache,pragmatic_tone,89283,10.0,0.00011200340490350907
user-interface,pragmatic_tone,56522,6.0,0.000106153356215279
bash,pragmatic_tone,156221,16.0,0.00010241900896806447
scala,pragmatic_tone,110746,8.0,7.223737200440648e-05
symfony,pragmatic_tone,72646,10.0,0.00013765382815296093
numpy,pragmatic_tone,114090,5.0,4.382505039880796e-05
nginx,pragmatic_tone,52050,3.0,5.7636887608069166e-05
elasticsearch,pragmatic_tone,55931,1.0,1.7879172551894298e-05
angular,pragmatic_tone,298217,12.0,4.023915470949007e-05
sqlite,pragmatic_tone,93785,9.0,9.596417337527324e-05
javascript,pragmatic_tone,2482383,345.0,0.00013897935975230253
json,pragmatic_tone,356382,31.0,8.698531351190576e-05
objective-c,pragmatic_tone,287467,52.0,0.00018089032828115924
visual-studio-2010,pragmatic_tone,45667,13.0,0.00028466945496748196
spring,pragmatic_tone,206640,14.0,6.775067750677507e-05
http,pragmatic_tone,66409,14.0,0.00021081479919890376
powershell,pragmatic_tone,118179,10.0,8.461740241498067e-05
perl,pragmatic_tone,68033,19.0,0.00027927623359252126
selenium,pragmatic_tone,98094,2.0,2.038860684649418e-05
unity-game-engine,pragmatic_tone,74887,2.0,2.6706905070305927e-05
ms-access,pragmatic_tone,57696,5.0,8.666112035496395e-05
email,pragmatic_tone,57965,7.0,0.00012076252911239541
spring-boot,pragmatic_tone,145552,13.0,8.93151588435748e-05
variables,pragmatic_tone,53667,12.0,0.00022360109564536866
asp.net-mvc,pragmatic_tone,198120,29.0,0.00014637593377750857
loops,pragmatic_tone,96190,16.0,0.00016633745711612435
ssl,pragmatic_tone,49006,2.0,4.0811329224992855e-05
oop,pragmatic_tone,61995,17.0,0.00027421566255343173
file,pragmatic_tone,80566,14.0,0.00017377057319464787
google-chrome,pragmatic_tone,69216,8.0,0.0001155802126675913
forms,pragmatic_tone,111770,15.0,0.00013420416927619218
authentication,pragmatic_tone,72662,12.0,0.0001651482205279238
matlab,pragmatic_tone,93389,13.0,0.00013920268982428336
tkinter,pragmatic_tone,52320,3.0,5.733944954128441e-05
.htaccess,pragmatic_tone,71696,7.0,9.763445659451016e-05
amazon-web-services,pragmatic_tone,153870,6.0,3.899395593682979e-05
twitter-bootstrap,pragmatic_tone,101416,9.0,8.874339354736925e-05
kotlin,pragmatic_tone,94416,3.0,3.177427554651754e-05
ionic-framework,pragmatic_tone,46391,1.0,2.1555905240240565e-05
google-apps-script,pragmatic_tone,55235,1.0,1.810446275006789e-05
ruby,pragmatic_tone,226811,28.0,0.00012345080265066508
wordpress,pragmatic_tone,185036,16.0,8.646965995806221e-05
codeigniter,pragmatic_tone,68606,8.0,0.00011660787686208204
mongodb,pragmatic_tone,171110,12.0,7.01303255215943e-05
csv,pragmatic_tone,89599,8.0,8.928671078918291e-05
sql-server-2008,pragmatic_tone,53388,6.0,0.00011238480557428635
azure,pragmatic_tone,142509,3.0,2.1051302023030123e-05
unit-testing,pragmatic_tone,83378,8.0,9.594857156564082e-05
network-programming,pragmatic_tone,46290,2.0,4.3205875999135884e-05
typescript,pragmatic_tone,227271,8.0,3.520026752203317e-05
android-studio,pragmatic_tone,86762,7.0,8.068048223876813e-05
asp.net-core,pragmatic_tone,83970,5.0,5.954507562224604e-05
vb.net,pragmatic_tone,138844,23.0,0.00016565353922387715
object,pragmatic_tone,64700,10.0,0.0001545595054095827
wpf,pragmatic_tone,167667,22.0,0.00013121246279828468
django,pragmatic_tone,305163,15.0,4.915405865062278e-05
sorting,pragmatic_tone,76849,15.0,0.00019518796601126885
node.js,pragmatic_tone,455448,26.0,5.708664875024152e-05
animation,pragmatic_tone,43240,3.0,6.938020351526365e-05
google-maps,pragmatic_tone,64524,8.0,0.00012398487384539087
qt,pragmatic_tone,84762,23.0,0.0002713480097213374
go,pragmatic_tone,72768,5.0,6.871152154793316e-05
machine-learning,pragmatic_tone,53521,3.0,5.605276433549448e-05
flask,pragmatic_tone,53429,0.0,0.0
laravel,pragmatic_tone,209277,9.0,4.3005203629639184e-05
firebase,pragmatic_tone,138939,4.0,2.8789612707735048e-05
kubernetes,pragmatic_tone,56513,2.0,3.5390087236565036e-05
tensorflow,pragmatic_tone,77841,3.0,3.854010097506455e-05
html,pragmatic_tone,1173394,202.0,0.00017215018996176904
image,pragmatic_tone,111381,14.0,0.00012569468760381035
ios,pragmatic_tone,668615,89.0,0.00013311098315173903
sql-server,pragmatic_tone,334898,57.0,0.00017020107614855866
django-models,pragmatic_tone,43025,1.0,2.324230098779779e-05
pointers,pragmatic_tone,56934,19.0,0.0003337197456704254
unix,pragmatic_tone,47361,9.0,0.00019002977133084184
amazon-s3,pragmatic_tone,49123,3.0,6.107118864890174e-05
for-loop,pragmatic_tone,71772,13.0,0.00018112913113749096
swift,pragmatic_tone,328224,28.0,8.530759481329824e-05
flutter,pragmatic_tone,171345,6.0,3.5017070822025735e-05
jquery,pragmatic_tone,1019869,158.0,0.00015492185761112456
xml,pragmatic_tone,211734,22.0,0.00010390395496235843
ruby-on-rails,pragmatic_tone,332737,21.0,6.31129089941906e-05
listview,pragmatic_tone,51694,1.0,1.9344604789724147e-05
jenkins,pragmatic_tone,48531,2.0,4.121077249593044e-05
assembly,pragmatic_tone,45018,14.0,0.0003109867164245413
maven,pragmatic_tone,87085,2.0,2.2966067635069186e-05
function,pragmatic_tone,110867,18.0,0.0001623566976647695
android-layout,pragmatic_tone,57721,8.0,0.00013859773739193708
shell,pragmatic_tone,92444,10.0,0.00010817359698844706
sockets,pragmatic_tone,64863,8.0,0.0001233368792686123
android-fragments,pragmatic_tone,44296,6.0,0.00013545241105291674
debugging,pragmatic_tone,51219,6.0,0.00011714402858314298
postgresql,pragmatic_tone,176386,11.0,6.236322610638032e-05
dart,pragmatic_tone,91883,4.0,4.353362428305563e-05
reactjs,pragmatic_tone,458000,9.0,1.965065502183406e-05
laravel-5,pragmatic_tone,42963,4.0,9.310336801433792e-05
mysql,actionability,653746,25991.0,0.03975703101816302
jpa,actionability,51084,1537.0,0.030087698692349854
r,actionability,503030,14069.0,0.02796851082440411
python,actionability,2170613,80841.0,0.037243396220330384
linux,actionability,223782,8447.0,0.03774655691699958
git,actionability,151498,7182.0,0.04740656642331912
regex,actionability,260714,8844.0,0.03392222895586735
list,actionability,141437,6368.0,0.04502357940284367
matplotlib,actionability,71474,2358.0,0.0329910177127347
python-3.x,actionability,334600,12079.0,0.03609982068141064
if-statement,actionability,62016,2549.0,0.04110229618163055
apache-spark,actionability,79214,2244.0,0.028328325800994772
jquery,actionability,1019869,37011.0,0.03628995488636286
xml,actionability,211734,7771.0,0.03670171063693124
ruby-on-rails,actionability,332737,11199.0,0.03365721275361622
listview,actionability,51694,2108.0,0.0407784268967385
jenkins,actionability,48531,1364.0,0.02810574684222456
assembly,actionability,45018,2444.0,0.05428939535296992
maven,actionability,87085,2793.0,0.03207211345237412
function,actionability,110867,4879.0,0.04400768488368947
android-layout,actionability,57721,1769.0,0.030647424680792085
shell,actionability,92444,3824.0,0.04136558348838216
sockets,actionability,64863,3007.0,0.04635924949508965
android-fragments,actionability,44296,1814.0,0.040951778941665164
debugging,actionability,51219,1918.0,0.03744704113707804
postgresql,actionability,176386,5368.0,0.030433254339913597
dart,actionability,91883,2443.0,0.026588161030876224
reactjs,actionability,458000,12958.0,0.028292576419213972
laravel-5,actionability,42963,1251.0,0.029118078346484184
hibernate,actionability,92840,2749.0,0.029610081861266697
entity-framework,actionability,90491,3739.0,0.0413190262015007
github,actionability,56654,2322.0,0.040985632082465494
facebook,actionability,81844,2207.0,0.026965935193783295
winapi,actionability,43437,2157.0,0.04965812556115754
curl,actionability,42847,1470.0,0.034308119588302564
gradle,actionability,50355,1324.0,0.02629331744613246
css,actionability,797816,22426.0,0.02810923822034153
c#,actionability,1604093,70159.0,0.04373748903586014
windows,actionability,164410,6357.0,0.03866553129371693
web-services,actionability,57671,1863.0,0.03230393091848589
datetime,actionability,71120,3130.0,0.04401012373453318
visual-studio-code,actionability,58200,1759.0,0.0302233676975945
c,actionability,406138,21044.0,0.05181490035406684
class,actionability,79472,3959.0,0.04981628749748339
uitableview,actionability,63523,3146.0,0.04952536876406971
templates,actionability,55206,1906.0,0.034525232764554575
linq,actionability,86457,3654.0,0.04226378430896284
c++11,actionability,56509,2334.0,0.04130315524960626
string,actionability,184554,8722.0,0.047259880576958506
date,actionability,76714,3217.0,0.04193497927366582
math,actionability,44274,2423.0,0.05472737950038397
macos,actionability,114789,4171.0,0.03633623430816542
express,actionability,92250,3200.0,0.034688346883468835
ubuntu,actionability,58929,1851.0,0.03141068064959528
testing,actionability,48773,1576.0,0.03231296003936604
angularjs,actionability,256144,7854.0,0.030662439877568868
variables,actionability,53667,2562.0,0.04773883392028621
asp.net-mvc,actionability,198120,7970.0,0.04022814455885322
loops,actionability,96190,4493.0,0.04670963717642167
ssl,actionability,49006,1470.0,0.02999632698036975
oop,actionability,61995,2905.0,0.04685861763045407
file,actionability,80566,4105.0,0.05095201449743068
google-chrome,actionability,69216,1856.0,0.026814609338881183
forms,actionability,111770,4726.0,0.04228326026661895
authentication,actionability,72662,2686.0,0.03696567669483361
matlab,actionability,93389,3561.0,0.03813082911263639
tkinter,actionability,52320,2370.0,0.04529816513761468
.htaccess,actionability,71696,1844.0,0.025719705422896675
amazon-web-services,actionability,153870,4608.0,0.02994735815948528
twitter-bootstrap,actionability,101416,2621.0,0.02584404827640609
kotlin,actionability,94416,2409.0,0.025514743263853584
ionic-framework,actionability,46391,1018.0,0.021943911534564892
winforms,actionability,98506,4868.0,0.04941830954459627
session,actionability,43162,1917.0,0.04441406793012372
android,actionability,1369762,44714.0,0.03264362714106538
wcf,actionability,49255,1605.0,0.03258552431225256
xcode,actionability,154984,6227.0,0.040178340990037684
eclipse,actionability,122104,4331.0,0.03546976348031187
intellij-idea,actionability,43094,1277.0,0.02963289553070033
security,actionability,54938,2280.0,0.041501328770614146
database,actionability,191655,8010.0,0.041793848321202164
exception,actionability,53044,2098.0,0.039552069979639545
web-scraping,actionability,50647,1975.0,0.03899539953008076
algorithm,actionability,120652,6996.0,0.05798494844677254
hadoop,actionability,42753,982.0,0.02296914836385751
join,actionability,43617,1579.0,0.036201481073893205
rust,actionability,43243,1989.0,0.04599588372684597
docker,actionability,134308,4159.0,0.030966137534621914
vue.js,actionability,105079,2804.0,0.026684684856155844
react-native,actionability,128353,2928.0,0.022812088537081332
google-apps-script,actionability,55235,2265.0,0.041006608128903776
ruby,actionability,226811,8033.0,0.03541715348902831
wordpress,actionability,185036,5070.0,0.027400073499210965
codeigniter,actionability,68606,1985.0,0.028933329446404105
mongodb,actionability,171110,4994.0,0.02918590380457016
csv,actionability,89599,4253.0,0.04746704762329937
sql-server-2008,actionability,53388,2137.0,0.040027721585374994
azure,actionability,142509,4022.0,0.028222778912209052
unit-testing,actionability,83378,3274.0,0.039266952913238506
network-programming,actionability,46290,1733.0,0.037437891553251244
typescript,actionability,227271,6437.0,0.02832301525491594
android-studio,actionability,86762,2531.0,0.02917175722090316
asp.net-core,actionability,83970,3099.0,0.036906037870668096
delphi,actionability,52166,2214.0,0.04244143695127094
oracle-database,actionability,151528,4938.0,0.032588036534501874
jsp,actionability,50776,1899.0,0.03739955884669923
pdf,actionability,49715,1696.0,0.03411445237855778
validation,actionability,66475,2229.0,0.03353140278300113
visual-studio,actionability,113480,4125.0,0.03635001762425097
google-sheets,actionability,56009,2036.0,0.03635130068381867
ggplot2,actionability,57192,1533.0,0.02680444817456987
google-cloud-platform,actionability,49327,1353.0,0.027429196991505665
java,actionability,1886094,79279.0,0.042033429935093375
c++,actionability,808185,37734.0,0.046689804933276416
swing,actionability,81100,4281.0,0.05278668310727497
excel,actionability,287052,11535.0,0.04018435684126918
rest,actionability,89379,3041.0,0.03402365208829815
parsing,actionability,57006,2716.0,0.04764410763779251
batch-file,actionability,50174,2240.0,0.044644636664407863
svg,actionability,43400,1182.0,0.027235023041474654
mongoose,actionability,45398,1334.0,0.029384554385655754
recursion,actionability,47171,2073.0,0.04394649254838778
dataframe,actionability,147743,4705.0,0.0318458404120669
pandas,actionability,286913,9110.0,0.03175178538441967
.net-core,actionability,44769,1425.0,0.03183006097969577
php,actionability,1446461,56659.0,0.0391707761218588
multithreading,actionability,139336,6525.0,0.04682924728713326
.net,actionability,335866,12912.0,0.038443903223309296
sql,actionability,671995,26194.0,0.0389794566923861
dictionary,actionability,85756,3948.0,0.046037595037081956
google-app-engine,actionability,46097,1449.0,0.031433715860034274
npm,actionability,47505,1160.0,0.024418482265024733
xamarin,actionability,49891,1585.0,0.031769256980216876
sqlite,actionability,93785,3636.0,0.038769526043610385
javascript,actionability,2482383,92083.0,0.03709459821469934
json,actionability,356382,15446.0,0.043341133951770854
objective-c,actionability,287467,12152.0,0.04227267825524321
visual-studio-2010,actionability,45667,1730.0,0.037882935161057216
spring,actionability,206640,6369.0,0.03082171893147503
http,actionability,66409,2271.0,0.03419717207005075
powershell,actionability,118179,4073.0,0.03446466800362163
perl,actionability,68033,3226.0,0.04741816471418282
selenium,actionability,98094,2949.0,0.030063000795155666
unity-game-engine,actionability,74887,2958.0,0.03949951259898247
ms-access,actionability,57696,2603.0,0.04511577925679423
email,actionability,57965,2031.0,0.03503838523246787
spring-boot,actionability,145552,3942.0,0.02708310432010553
vb.net,actionability,138844,6358.0,0.04579240010371352
object,actionability,64700,2990.0,0.04621329211746522
wpf,actionability,167667,6904.0,0.04117685650724352
django,actionability,305163,9881.0,0.03237941690178692
sorting,actionability,76849,3738.0,0.048640841130008196
node.js,actionability,455448,15734.0,0.034546205055242314
animation,actionability,43240,1313.0,0.03036540240518039
google-maps,actionability,64524,1869.0,0.02896596615212944
qt,actionability,84762,2844.0,0.033552771289021024
go,actionability,72768,2081.0,0.02859773526824978
machine-learning,actionability,53521,1771.0,0.03308981521272024
flask,actionability,53429,1778.0,0.03327780793202194
laravel,actionability,209277,5987.0,0.028608017125627758
